Date,City,Country,Temp,Humidity,Cloud,Wind,Latitude,Longitude
1551303983,bud,Norway,38.05,86,75,14.99,66.99711499153284,5.841198699361627
1551304482,teya,Russian Federation,18.45,79,80,4.72,63.86512127022695,92.3550048162216
1551304507,collie,Australia,61.79,49,8,7.07,-32.68154375432847,116.92342629847059
1551304445,port macquarie,Australia,67.28,88,75,3.36,-31.460467934911883,153.33198791455948
1551304377,verkhnyaya inta,Russian Federation,8.68,62,68,8.41,65.0913169298041,60.70801489451668
1551304264,kahului,United States,72.81,47,40,12.75,32.76334860405517,-152.37089200998355
1551304674,nyurba,Russian Federation,14.58,75,76,6.06,65.37233470167064,116.11662208208139
1551304674,salawagan,Philippines,53.91,84,0,1.7,7.754891289496285,125.15481894167982
1551301200,mount isa,Australia,69.8,88,0,8.41,-22.092559088315767,137.00668049481231
1551303910,tomelloso,Spain,51.44,73,0,3.36,38.8528566564662,-2.8219278627156257
1551304148,kieta,Papua New Guinea,78.52,100,36,4.38,-4.599213613191395,158.75646910336485
1551304503,ferrol,Spain,51.33,76,0,4.7,46.64193472775173,-10.233065086315946
1551304675,richards bay,South Africa,70.74,100,92,4.16,-34.0954195562996,38.03603996989179
1551304516,bekesszentandras,Hungary,41.13,52,0,6.93,46.82605228467247,20.515714340526557
1551304675,malaya serdoba,Russian Federation,22.45,87,68,5.61,52.32841940967646,44.79399710382799
1551304563,mayumba,Gabon,80.32,96,56,5.95,-8.55410521436174,5.36953480157166
1551301200,beira,Mozambique,80.22,88,0,8.97,-19.839383245859707,34.644722398018416
1551304676,gorshechnoye,Russian Federation,28.17,93,92,7.07,51.47302010066207,38.15289005691551
1551304677,viransehir,Turkey,45,97,92,3.6,36.73600478619032,39.589841344290676
1551304677,cabinda,Angola,79.83,100,88,5.61,-5.65532055347758,11.777758899230463
1551304677,almeirim,Brazil,73.48,100,100,3.15,0.5068547091247098,-53.41805394247628
1551303000,kourou,French Guiana,80.6,65,92,9.17,5.1439337960287475,-52.50558656359817
1551304678,myingyan,Myanmar,65.16,89,0,7.74,21.784205655559745,95.31798199576053
1551303904,floro,Norway,39.06,93,75,4.7,61.776768422665725,3.1414837589326794
1551304658,kumba,Cameroon,71.37,95,92,3.15,5.181552643473239,9.19987623280116
1551303000,limbang,Malaysia,74.71,100,75,2.24,3.667938507399299,115.79688225015258
1551304679,sobolevo,Russian Federation,29.79,92,88,13.78,55.481314731032484,156.88096415732667
1551304679,muyezerskiy,Russian Federation,32.49,94,88,5.39,63.56816822377695,30.90716722320181
1551304577,kassala,Sudan,78.7,46,0,12.33,15.13910516002565,35.798674935664536
1551304470,blois,France,43.59,93,0,5.84,47.61394988085888,1.6571417182798598
1551304528,sao filipe,Cabo Verde,74.25,81,0,16.91,14.025140220266294,-29.8022709927655
1551304680,hirara,Japan,74.25,98,76,7.52,19.79265452567502,128.97111428576324
1551304570,huilong,China,43.47,90,80,2.71,32.84368444604199,122.409939294413
1551304692,rumonge,Burundi,72.18,100,76,2.93,-4.552009020008171,28.31627713991739
1551304692,daugavpils,Latvia,33.52,90,56,12.66,56.041847206497835,26.48155672418764
1551301200,alofi,Niue,78.8,94,75,12.75,-21.847854757350703,-169.85817590208254
1551304516,klaebu,Norway,39.15,86,75,40.26,63.71008642728694,12.13726276553163
1551304529,auki,Solomon Islands,80.19,100,0,5.39,-5.211902883152902,163.9033041599492
1551303000,boueni,Mayotte,82.4,78,0,12.75,-13.876194814020778,44.52943820706187
1551304482,livingston,United States,66.74,100,90,3.71,46.427760027863116,-110.42872705504607
1551304693,tacuarembo,Uruguay,68.98,65,0,4.61,-31.27174057677061,-55.86760552692522
1551304693,micheweni,"Tanzania, United Republic of",83.2,100,88,11.65,-5.1746710736529735,40.69098518919813
1551302400,sunndalsora,Norway,39.2,86,75,26.4,62.51808329980426,8.29821288346946
1551304694,san luis,Argentina,83.16,43,0,4.94,-33.51041445362079,-66.3533441488686
1551303739,katsuura,Japan,43.25,100,75,2.24,22.452287947229507,150.09683825811044
1551304695,kavaratti,India,82.44,100,0,11.32,8.658733458239055,67.82863906507296
1551304695,ayagoz,Kazakhstan,17.5,80,76,5.95,47.680489822029216,78.42395345421437
1551304695,lisakovsk,Kazakhstan,-3.52,61,8,3.49,51.8391540575883,62.645461007983585
1551304695,jaisalmer,India,48.33,62,0,2.82,26.754749829713646,69.95674167571207
1551304564,trogir,Croatia,50.43,49,0,5.82,42.79394916384038,16.195922121426946
1551300600,sorland,Norway,35.6,64,75,25.28,71.24656818301597,7.414044544612523
1551303000,urcos,Peru,55.4,71,75,10.29,-13.572675622636282,-71.16383166050204
1551304354,huarmey,Peru,80.91,49,12,3.71,-14.79153927054901,-88.17821532346802
1551304696,nalut,Libya,45.67,96,0,7.96,30.018731800504526,8.321303162333464
1551304696,mozarlandia,Brazil,80.55,80,80,6.4,-14.402237738388209,-50.762917888938944
1551304697,paamiut,Greenland,35.28,77,76,10.98,57.44427807414584,-52.02386395941981
1551303000,kant,Kyrgyzstan,33.8,80,24,8.95,41.79236213704493,74.57942795537917
1551304504,marinette,United States,20.68,85,75,4.7,45.47553799152536,-88.10180669440894
1551304698,atbasar,Kazakhstan,10.93,75,68,3.94,52.72546667630269,68.61100689133124
1551304698,porto,Brazil,76.45,94,76,3.71,-3.984903525478913,-42.69211361908296
1551302400,oksfjord,Norway,23.65,92,75,21.92,71.67074213007814,22.240314850299114
1551304699,betare oya,Cameroon,73.17,75,76,1.81,5.732364130710209,14.225329095107753
1551304700,nadvoitsy,Russian Federation,31.27,92,92,5.73,63.66757995347527,34.49005961692936
1551303935,setermoen,Norway,27.28,74,90,12.75,67.96296779962594,18.569065404075417
1551301200,sola,Vanuatu,86,74,20,11.41,-12.640252211172537,169.22087107460266
1551304702,ambulu,Indonesia,76.59,100,48,2.82,-10.830301224655287,112.92855769167346
1551301200,carnarvon,Australia,73.4,88,40,18.34,-33.69009809407725,85.16972192151962
1551304702,balabac,Philippines,78.88,100,0,15.23,8.711995387014042,115.37372130893954
1551304702,ipameri,Brazil,71.19,100,56,3.15,-17.817475216098913,-47.84009429593584
1551304713,biak,Indonesia,78.12,99,92,2.48,1.8317882906596168,139.38870053882061
1551304624,liverpool,Canada,16,66,48,15.99,39.04808850381181,-61.9771126424741
1551304714,coro,"Venezuela, Bolivarian Republic of",84.28,59,0,12.44,10.74094574598712,-69.64626854237753
1551304705,waterford,United States,21.38,67,1,14.99,42.80070450541234,-83.44837035473029
1551304714,garissa,Kenya,82.8,46,0,10.87,0.049785890159256496,39.19328381108437
1551304714,taltal,Chile,71.95,58,0,4.61,-25.897140712979862,-80.3262443399963
1551304672,sembakung,Indonesia,72.22,94,36,1.48,2.560327423883237,115.97264402503475
1551301200,dawson creek,Canada,26.6,58,1,10.29,54.13235688690236,-120.95519285090717
1551304715,nola,Central African Republic,70.74,88,56,1.92,3.355251010041613,15.911596610592
1551304715,bubaque,Guinea-Bissau,83.88,79,12,14.67,5.724006297495677,-23.09256243745412
1551304715,kushchevskaya,Russian Federation,28.48,91,80,3.04,46.60911667296139,39.63710121352469
1551304716,vostok,Russian Federation,7.65,70,36,2.48,47.768237381134725,151.23929615135353
1551304716,kumbhraj,India,49.18,92,0,4.05,24.108939965948437,77.07903522613452
1551301200,arkhangelsk,Russian Federation,23,100,90,2.24,64.89549621537748,40.404050777993604
1551304716,darhan,Mongolia,5.35,52,0,3.15,46.113211149221314,110.1660682138193
1551302400,kjollefjord,Norway,24.22,73,90,20.8,73.89343533542032,26.976108799155156
1551304396,itoman,Japan,67.98,88,75,11.41,23.670767112072795,128.8384591142448
1551303796,anadyr,Russian Federation,26.29,92,90,22.37,64.73921712425573,175.8213781969127
1551304717,teknaf,Bangladesh,62.37,92,0,3.38,20.753041890422594,91.3664065930086
1551304372,kenora,Canada,5,60,90,12.75,50.474868991951325,-94.84379658903576
1551304504,cockburn town,Turks and Caicos Islands,78.07,97,0,19.48,25.57490326810445,-70.15967053615068
1551301200,rio grande,Brazil,71.6,60,0,6.93,-33.330260548233774,-51.273187423857735
1551301200,rio cuarto,Argentina,80.6,44,20,10.29,-33.67595366147278,-64.12357552082281
1551304719,srednekolymsk,Russian Federation,-11.35,73,76,5.06,68.51266314393641,157.1845475046856
1551304719,makokou,Gabon,69.03,99,92,1.92,0.9462076822671861,13.343488931986514
1551301200,zhuhai,China,15.8,72,0,4.47,21.080203765516615,113.27601460331385
1551301200,alta floresta,Brazil,77,94,75,2.24,-9.984781313419816,-52.68231928959217
1551304231,shache,China,37.99,73,0,3.38,38.04705557940406,75.9074783067118
1551304672,aldan,Russian Federation,13.27,71,68,6.62,58.858314118168835,123.7042234717166
1551304720,marawi,Sudan,73.44,26,48,11.32,19.67466895017121,29.292269167489223
1551304710,jiaxing,China,46.31,87,75,4.47,30.944668457529517,120.66155021064912
1551304720,lovozero,Russian Federation,21.51,85,92,8.97,68.65672300608625,34.976719674746704
1551304720,rokytne,Ukraine,32.04,88,0,12.44,51.14212326155169,27.19766069481446
1551301200,salinas,Ecuador,61.68,59,40,6.93,-2.344109787109673,-83.38005863389657
1551304722,silifke,Turkey,41.67,100,92,2.82,36.770974496883724,33.86645461995636
1551304722,totness,Suriname,80.64,91,80,17.81,7.015089681002991,-55.79537611965503
1551304722,castelo do piaui,Brazil,75.55,92,80,2.59,-5.359724780567504,-41.44042245570253
1551304732,harper,Liberia,83.65,95,32,10.2,-2.857021083463067,-6.8003314983108964
1551304693,vila franca do campo,Portugal,58.1,93,75,13.87,38.93852676413084,-19.85473576617676
1551304734,biloela,Australia,65.52,67,24,10.98,-25.297635327789095,150.779297220672
1551301200,nicoya,Costa Rica,91.4,41,40,19.46,5.441087721089843,-87.44507177461155
1551301200,verkhnetulomskiy,Russian Federation,21.2,79,75,6.71,68.35381482880945,31.71541097494881
1551304220,sinnamary,French Guiana,80.55,89,92,13.22,18.354679371905192,-43.96449023834154
1551304357,rocha,Uruguay,69.7,52,0,7.63,-44.752383650394044,-44.35613113024033
1551304276,kallaste,Estonia,32.95,86,0,9.17,58.6307290778029,27.371142728646873
1551304655,emmett,United States,41.92,100,90,5.82,44.77727157020874,-115.55446808188356
1551304736,kirovskiy,Russian Federation,17.23,72,68,2.93,44.769325589628636,48.36302405168158
1551300960,ketchikan,United States,45.61,52,1,16.11,52.041832270404484,-135.148123422166
1551304736,kautokeino,Norway,20.2,80,36,9.75,68.09664018205356,24.421716741318335
1551304736,canon city,United States,48.78,46,0,9.98,38.76086467799104,-105.43078143875067
1551301200,porto novo,Cabo Verde,71.6,56,20,18.34,13.819300643504661,-39.52560873956793
1551304625,flinders,Australia,70.56,82,40,5.82,-32.989217708277415,135.82935361987649
1551304460,okhotsk,Russian Federation,-3.7,100,48,5.17,58.43723987230862,145.4789521747423
1551304738,queenstown,South Africa,52.33,73,0,2.04,-31.582870259218915,26.766806441545782
1551303912,black river,Jamaica,82.72,69,20,18.34,15.514050843202043,-79.15435751483723
1551301200,hazorasp,Uzbekistan,44.6,70,0,11.41,39.852989155690295,60.14335844920038
1551304739,vokhtoga,Russian Federation,20.52,86,92,14.23,58.7479722587056,40.90579954446747
1551304615,visnes,Norway,41.43,93,8,12.75,58.26750141384332,3.041662539983122
1551304609,ankara,Turkey,28.72,72,0,4.7,39.74861492537474,31.879448687315943
1551300780,gallup,United States,50.97,34,1,14.99,36.34738846903001,-109.0239317568207
1551304024,cabo san lucas,Mexico,76.6,60,75,10.29,21.01851646780557,-112.5976586209485
1551304711,apolda,Germany,43.41,56,0,10.29,51.21982223852228,11.375219419297963
1551303141,tula,Mexico,89.01,59,0,5.01,22.795837010057852,-99.69421114559053
1551301200,yulara,Australia,69.8,32,0,4.7,-24.83638164847966,124.65929938546645
1551304379,panama city,United States,72.09,64,20,5.82,29.32595780000713,-85.76584641610935
1551304741,lyuban,Belarus,32.13,85,0,13.44,52.54041449065656,28.464239044938353
1551302400,alghero,Italy,42.8,100,0,3.36,40.32874343212302,6.910443892978435
1551304741,namibe,Angola,77.76,100,24,1.59,-15.851017532210008,9.350040660870604
1551304717,fiorano modenese,Italy,48.47,57,0,4.7,44.45467047373717,10.7992813235401
1551301200,smolenka,Russian Federation,17.2,78,75,13.42,52.92926156384033,113.06466317259412
1551304743,yar-sale,Russian Federation,3.37,81,56,24.07,77.00309619156539,69.32700711010787
1551304746,half moon bay,United States,58.37,82,90,14.99,36.827848307568445,-123.62078266410535
1551304674,hualmay,Peru,78.97,61,8,5.17,-12.626522784467923,-79.39032492270901
1551304754,xining,China,14.76,83,56,2.48,35.31903145415079,98.54728076799978
1551304755,ratnapura,Sri Lanka,68.85,97,76,2.93,6.5856760331224535,80.63856215716902
1551304755,pandan,Philippines,77.4,100,24,20.71,18.626109084795416,128.85869742882892
1551304755,umm kaddadah,Sudan,77.31,21,0,14,16.850878171096753,26.96186672621309
1551301200,smithers,Canada,21.2,53,20,2.48,56.987371566460354,-126.45064922044062
1551304482,margate,South Africa,71.23,91,76,3.6,-38.82379144623799,40.80826922404205
1551301200,oudtshoorn,South Africa,59,82,0,6.93,-32.78911365744248,21.611451241832754
1551304633,road town,"Virgin Islands, British",77.4,74,40,11.41,20.210942351121716,-64.2493371061241
1551302400,karasjok,Norway,21.2,67,75,16.11,69.18176170103149,26.940079889375795
1551304739,nevers,France,45.07,70,0,2.93,47.056473025295105,3.6060209156824214
1551304701,dingle,Ireland,50.31,93,68,5.73,51.30636088959662,-21.328273456371505
1551304757,roma,Australia,65.83,70,0,11.77,-25.903682134514682,144.47650402661287
1551303000,budureasa,Romania,32,81,0,6.93,46.73490339528519,22.609931896850867
1551301200,pueblo nuevo,Peru,71.6,30,0,16.11,-5.5435817878606315,-79.93413744755662
1551304692,westport,Ireland,42.58,93,20,15.01,55.905178076661116,-11.134427078869322
1551304758,vilhena,Brazil,73.48,91,100,1.25,-10.798472157179845,-59.16342707438463
1551304616,ivankiv,Ukraine,33.91,64,64,11.18,51.663186162032304,29.92433594236911
1551304759,bandarbeyla,Somalia,75.87,100,0,2.15,6.509542481958945,57.770404933355564
1551301200,terrace bay,Canada,12.2,61,75,5.82,48.88235314290745,-87.82079340064936
1551301200,yemelyanovo,Russian Federation,28.4,86,40,13.42,56.41021743836964,92.34682295458066
1551304354,nemuro,Japan,31.27,93,56,14.23,39.41554450797244,149.56982374567497
1551304477,belaya gora,Russian Federation,-16.3,70,76,4.38,67.68132418752842,145.95215168793783
1551301200,narrabri,Australia,69.8,49,68,4.7,-30.616042253352788,149.5574639144707
1551304761,belogorsk,Russian Federation,3.55,62,20,3.15,50.62232596566719,128.54028482101023
1551304761,tingi,"Tanzania, United Republic of",78.57,100,8,2.93,-11.594712031219458,35.161338872376376
1551304762,santa helena,Brazil,75.33,96,92,7.4,-2.1242171460524872,-45.105859773141646
1551304762,batie,Burkina Faso,81.58,21,64,9.75,10.162768379453297,-2.9648219228486994
1551301200,broome,Australia,86,74,40,3.36,-23.016436187506656,123.21983655233481
1551301200,nouadhibou,Mauritania,71.6,40,0,9.17,19.50098022064742,-17.10383927488624
1551304617,karratha,Australia,77.67,93,0,5.39,-19.72832144903144,116.26425479505286
1551304764,lubao,"Congo, The Democratic Republic of the",74.61,89,36,2.82,-5.453285662543777,24.947100129457084
1551304531,talaya,Russian Federation,18.73,85,40,13.42,59.184118511792605,154.92500387058067
1551304392,tautira,French Polynesia,86,70,20,8.05,-18.646864111453624,-145.17117623945217
1551304775,neftcala,Azerbaijan,41.31,100,76,4.38,38.84187206153888,49.89584078045331
1551304584,tura,Russian Federation,12.82,79,76,3.71,65.7353378636027,102.74845162482654
1551304776,porbandar,India,64.57,73,0,7.96,20.3506191998911,67.9901277306424
1551304776,taoudenni,Mali,59.08,19,0,10.98,23.971564492736064,-6.943191961638348
1551304777,chifeng,China,18.85,67,0,5.61,45.11019114897678,118.54606738841176
1551302400,nevsehir,Turkey,32,88,75,5.82,38.66543002802351,35.06239984040246
1551304016,carmen,Costa Rica,74.75,60,40,18.34,10.729069616299455,-83.21386258354913
1551304777,cravo norte,Colombia,97.83,27,0,11.43,6.676913135163758,-69.1807807789203
1551304214,ixtapa,Mexico,78.89,74,5,8.05,16.09917424105126,-102.23038380047227
1551304778,turbat,Pakistan,54.72,85,20,2.71,27.057183787554735,63.61789729152218
1551304778,carutapera,Brazil,78.7,88,92,7.07,3.315372940580872,-43.498450941559526
1551304646,angouleme,France,49.46,53,0,2.24,45.95151178434622,0.0018459718064036679
1551304779,aksarka,Russian Federation,5.76,80,68,20.04,65.31724322568601,68.05262854181626
1551304779,paratebueno,Colombia,95.4,26,24,5.17,4.472312901414355,-73.17575879602506
1551304779,dutlwe,Botswana,76.14,24,0,10.65,-23.96816679850197,23.915574564488395
1551304686,lincoln,New Zealand,55.08,54,20,14.99,-46.685166817615325,174.92427184328875
1551303931,cody,United States,16.7,66,1,2.15,44.40509428789312,-108.99381549402224
1551304780,moron,Mongolia,3.87,54,0,2.26,50.12065060137871,101.23094453965797
1551304780,mecca,Saudi Arabia,70.92,44,56,4.61,20.768578767074956,40.475922929115626
1551303908,torquay,Australia,73.33,68,75,9.17,-24.64918878243509,152.97462106281893
1551302400,bjornevatn,Norway,18.97,73,75,19.46,68.99652918253403,29.50920591045451
1551301200,najran,Saudi Arabia,80.6,30,20,6.93,17.50995097227704,46.75294283919939
1551301200,husavik,Iceland,33.8,74,0,13.87,69.50984655973971,-17.297138733729298
1551304783,sangar,Russian Federation,-22.73,64,12,2.71,63.51880616528621,125.99126276054687
1551304784,ankang,China,21.69,77,0,2.48,32.734785043135176,109.74085854790013
1551304421,cairns,Australia,73.92,78,75,12.75,-14.881295044192058,146.64107985416257
1551304629,lagoa,Portugal,55.26,87,20,6.93,43.24884440836544,-29.64602606881195
1551304784,bhadrachalam,India,68.35,95,48,2.59,18.044053722062003,81.12434711437209
1551303961,san lawrenz,Malta,48.72,81,20,3.36,35.119505129699505,13.141122370656518
1551304785,buzdyak,Russian Federation,13.59,89,88,8.97,54.54334504516402,54.62344537870206
1551304786,orapa,Botswana,71.01,70,44,6.17,-21.187948087098945,25.45625489880885
1551304786,dunda,"Tanzania, United Republic of",64.08,96,12,1.92,-8.295335075626028,34.43170975507604
1551304583,ahuimanu,United States,70.57,67,75,24.16,37.17509887903836,-151.90309318754214
1551304797,uray,Russian Federation,-6.13,70,0,2.59,60.102686723650606,64.47446056648306
1551301200,nhulunbuy,Australia,78.8,94,40,11.99,-11.012306100775007,139.0540328683834
1551304798,ambunti,Papua New Guinea,77.85,87,68,1.25,-4.423099706035913,142.66958016779859
1551304511,maragogi,Brazil,80.91,80,8,8.86,-13.982215893415557,-26.468777248205015
1551300600,qaqortoq,Greenland,41,38,68,42.5,65.76127902372193,-43.75703206105905
1551302400,honningsvag,Norway,23.59,73,90,20.8,78.79093175892964,25.733129159669744
1551304396,bratsk,Russian Federation,25.32,58,20,6.71,56.32660695428544,102.21310714773517
1551304748,braintree,United Kingdom,44.02,76,0,2.24,52.01054221594086,0.3580763055204841
1551304745,ansbach,Germany,40.14,81,0,6.93,49.35476034359337,10.731448708418384
1551304799,la macarena,Colombia,94.32,25,20,3.04,2.4475654740619035,-73.36997766243005
1551300600,berlevag,Norway,22.32,62,75,24.16,73.34242820437632,29.302879915587425
1551303239,belmonte,Brazil,73.99,68,8,5.28,-16.1755574011015,-34.471808537412386
1551300600,ilulissat,Greenland,24.8,53,5,17.22,72.98997403632643,-46.038087967413674
1551304813,dalbandin,Pakistan,46.12,44,92,6.62,28.20091981988159,63.63071993539245
1551304815,tezu,India,46.26,97,92,1.81,28.680853698798913,96.08513037349616
1551301200,matagami,Canada,14,51,1,4.7,52.61538751641922,-77.03706657237322
1551304814,sydney mines,Canada,13.05,66,75,23.04,46.259289662100116,-60.21120423367255
1551304396,tomigusuku,Japan,67.98,88,75,11.41,26.55904866333448,126.04800474037239
1551304816,kizhinga,Russian Federation,9,63,0,4.94,51.84362620993045,110.17904816379655
1551304735,nautla,Mexico,76.14,97,0,13.67,21.506531886586842,-95.25275170854181
1551304683,morong,Philippines,75.72,73,20,4.7,14.578916816690139,120.24095376252552
1551301200,fort nelson,Canada,24.8,73,40,4.7,62.63147938757518,-121.19078686458522
1551301200,antofagasta,Chile,73.4,60,20,12.75,-23.457149265156374,-71.26049541548437
1551304820,kumluca,Turkey,22.32,83,32,1.7,35.306074393737774,30.282246997920225
1551301200,marovoay,Madagascar,80.6,88,40,4.16,-17.03230816581248,45.55067921447534
1551304821,nushki,Pakistan,34.47,54,76,3.6,29.653602062706312,66.0550826670761
1551304823,arkhipo-osipovka,Russian Federation,32.67,100,8,4.61,43.4875619477653,38.063339209728355
1551304824,eldama ravine,Kenya,52.42,77,0,2.59,0.09358941088355266,35.71734572468537
1551301200,vicuna,Chile,68,68,20,12.75,-29.90136303884421,-70.59829358816437
1551304824,hollins,United States,51.93,49,40,8.05,37.53094891065278,-79.75902993414002
1551304516,kingaroy,Australia,66.2,88,40,8.05,-26.44161805217442,152.14565323692415
1551300960,yankton,United States,10.4,60,1,13.87,43.23808457339385,-97.34283119912898
